Fecha,Departamento,Municipio,Barrio,Clase de sitio,Arma empleada,Código DANE,CLASE,MARCA,LINEA,MODELO,COLOR
15/02/17,ANTIOQUIA,MEDELLÍN (CT),MANRIQUE 1  C-4,VIAS PUBLICAS,CONTUNDENTES,5001000,AUTOMOVIL,HYUNDAI,ATOS SANTRO GL,2008,GRIS
15/02/17,CAUCA,POPAYÁN (CT),LICEO,VIAS PUBLICAS,LLAVE MAESTRA,19001000,CAMIONETA,CHEVROLET,TRACKER,2017,BLANCO
15/02/17,CESAR,LA PAZ,VEREDA,CARRETERA,ARMA DE FUEGO,20621000,TAXI,CHEVROLET,SPARK,2013,AMARILLO
15/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),FLORIDA BLANCA E-10,FRENTE CONJUNTO - VIA PUBLICA,LLAVE MAESTRA,11001000,AUTOMOVIL,HYUNDAI,ATOS SANTRO GL,2006,PLATA
15/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),GRAN BRITALIA E-7,VIAS PUBLICAS,ARMA DE FUEGO,11001000,AUTOMOVIL,RENAULT,STEPWAY,2015,GRIS
15/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),URB. TIMIZA E-8,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,11001000,CAMION,FORD,RANGER,2008,BLANCO
15/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),POTOSI E-19,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,11001000,CAMIONETA,CHEVROLET,LUV KB 21,1984,AZUL
15/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),VISION DE COLOMBIA E-8,PARQUEADERO,SIN EMPLEO DE ARMAS,11001000,CAMIONETA,KIA,NEW SPORTAGE LX,2011,PLATA
15/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),GALAN E-16,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,KIA,PICANTO EX,2012,GRIS
15/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),EL CENTENARIO E-18,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,11001000,AUTOMOVIL,CHEVROLET,CHEVETTE,1987,ROJO
15/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),OLAYA E-18,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,CHEVROLET,SPARK,2007,ROJO
15/02/17,CUNDINAMARCA,NILO,VER. BELEN,CARRETERA,SIN EMPLEO DE ARMAS,25488000,CAMION,MERCEDES BENZ,ATEGO 1017,2012,BLANCO
15/02/17,CUNDINAMARCA,SOACHA,JUAN PABLO I,VIAS PUBLICAS,ARMA DE FUEGO,25754000,CAMION,JAC,ALTO,2008,BLANCO
15/02/17,CUNDINAMARCA,SOACHA,COMPARTIR,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,25754000,AUTOMOVIL,ARES,LINEA STANDARD,2004,BLANCO
15/02/17,NARIÑO,PASTO (CT),CORAZON DE JESUS,VIAS PUBLICAS,LLAVE MAESTRA,52001000,AUTOMOVIL,CHEVROLET,LINEA STANDARD,2012,-
15/02/17,NORTE DE SANTANDER,CÚCUTA (CT),BARRIO BLANCO,VIAS PUBLICAS,LLAVE MAESTRA,54001000,CAMIONETA,HYUNDAI,TUCSON,2008,PLATEADO
15/02/17,RISARALDA,DOSQUEBRADAS,SANTA MONICA,VIAS PUBLICAS,LLAVE MAESTRA,66170000,AUTOMOVIL,DAEWOO,RACER SUPER,1997,AMARILLO
15/02/17,TOLIMA,CHAPARRAL,CENTRO,PARQUEADERO,ARMA DE FUEGO,73168000,VOLQUETA,INTERNATIONAL,DURASTAR 4300 SBA 4X2,2014,BLANCO
15/02/17,VALLE,CALI (CT),CIUDAD CORDOBA E15,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,FORD,FIESTA,2016,BLANCO
15/02/17,VALLE,CALI (CT),SECTOR PUENTE DEL COMERCIO E6,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,HYUNDAI,GRAND I10,2009,PLATA NIQUEL
15/02/17,VALLE,CALI (CT),SUCRE E9,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,RENAULT,R 4,1981,ROJO
15/02/17,VALLE,CALI (CT),SANTA ANITA E17,BAHIA,LLAVE MAESTRA,76001000,AUTOMOVIL,PEUGEOT,3008,2011,NEGRO
15/02/17,VALLE,YUMBO,CARLOS PIZARRO E25,VIAS PUBLICAS,LLAVE MAESTRA,76892000,AUTOMOVIL,DAEWOO,LEGANZA,1999,AZUL
16/02/17,ANTIOQUIA,ITAGUI,ARAUCARIA,VIAS PUBLICAS,LLAVE MAESTRA,5360000,AUTOMOVIL,RENAULT,TWINGO,1993,BEIGE
16/02/17,ANTIOQUIA,ITAGUI,URB. VIVIENDAS DEL SUR,VIAS PUBLICAS,ARMA DE FUEGO,5360000,CAMIONETA,RENAULT,DUSTER,2014,GRIS
16/02/17,ANTIOQUIA,ITAGUI,TRIANA,VIAS PUBLICAS,LLAVE MAESTRA,5360000,AUTOMOVIL,CHEVROLET,SWIFT,1997,AZUL
16/02/17,ANTIOQUIA,MEDELLÍN (CT),CONQUISTADORES C-11,VIAS PUBLICAS,LLAVE MAESTRA,5001000,AUTOMOVIL,CHEVROLET,SPARK LIFE,2015,BLANCO
16/02/17,ANTIOQUIA,MEDELLÍN (CT),LA FLORESTA C-12,VIAS PUBLICAS,ARMA DE FUEGO,5001000,CAMIONETA,TOYOTA,PRADO SUMO,2008,GRIS
16/02/17,ANTIOQUIA,MEDELLÍN (CT),EL SOCORRO C-13,VIAS PUBLICAS,ARMA DE FUEGO,5001000,FURGON,CHEVROLET,NHR,2015,BLANCO
16/02/17,ARAUCA,FORTUL,VEREDA CALAFITAS,LOTE BALDIO,SIN EMPLEO DE ARMAS,81300000,AUTOMOVIL,RENAULT,R 9,1983,-
16/02/17,CAUCA,POPAYÁN (CT),GUAYACANES,VIAS PUBLICAS,ARMA DE FUEGO,19001000,AUTOMOVIL,CHEVROLET,ESTEEM,2001,PLATEADO
16/02/17,CAUCA,POPAYÁN (CT),BOLIVAR,VIAS PUBLICAS,LLAVE MAESTRA,19001000,CAMPERO,CHEVROLET,VITARA BASICO,2002,GRIS
16/02/17,CAUCA,SANTANDER DE QUILICHAO,VDA MANDIVA,CARRETERA,ARMA DE FUEGO,19698000,CAMION,FORD,F 8000,1997,ROJO
16/02/17,CESAR,VALLEDUPAR (CT),ARIZONA,VIAS PUBLICAS,LLAVE MAESTRA,20001000,AUTOMOVIL,MAZDA,ALLEGRO,2007,NEGRO
16/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),CASABLANCA I     E-8,TALLERES LATONERIA,SIN EMPLEO DE ARMAS,11001000,AUTOMOVIL,CHEVROLET,SAIL,2013,GRIS
16/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),BRITALIA E-11,FRENTE CONJUNTO - VIA PUBLICA,LLAVE MAESTRA,11001000,CAMPERO,CHEVROLET,VITARA,2009,AZUL
16/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),CORDOBA E-4,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,CHEVROLET,CHEVETTE,1993,AZUL
16/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),LIBERTADOR SUR E-15,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,11001000,CAMION,CHEVROLET,NPR,2007,BLANCO
16/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),MODELO E-12,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,11001000,AUTOMOVIL,KIA,LINEA STANDARD,2016,PLATA
16/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),CANDELARIA III-IV E-19,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,CHEVROLET,ALTO,2012,NEGRO Y BLANCO
16/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),CEDRITOS DEL SUR III SECTOR E-19,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,11001000,AUTOMOVIL,ABARTH,LINEA STANDARD,-,-
16/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),ALCALÁ E-16,VIAS PUBLICAS,ARMA DE FUEGO,11001000,VEHICULO-PANEL,MAZDA,3,-,-
16/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),ACACIAS NORTE E-1,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,11001000,CAMIONETA,ACCESS,LINEA STANDARD,2012,PLATEADO
16/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),ALTAMAR E-8,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,CHEVROLET,SPARK,2013,ROJO
16/02/17,CUNDINAMARCA,GIRARDOT,VER.GUABINAL,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,25307000,AUTOMOVIL,RENAULT,LINEA STANDARD,2016,GRIS
16/02/17,CUNDINAMARCA,GIRARDOT,VER.GUABINAL,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,25307000,AUTOMOVIL,SUZUKI,LINEA STANDARD,2016,GRIS
16/02/17,CUNDINAMARCA,SOACHA,COMPARTIR,VIAS PUBLICAS,ARMA DE FUEGO,25754000,TRACTOMULA,AC,SIN LINEA,2012,BLANCO
16/02/17,META,VILLAVICENCIO (CT),KIRPA,PARQUEADERO,CONTUNDENTES,50001000,AUTOMOVIL,KIA,PICANTO,2012,PLATEADO
16/02/17,NARIÑO,IPIALES,CENTRO,VIAS PUBLICAS,ARMA DE FUEGO,52356000,AUTOMOVIL,MERCEDES BENZ,LINEA STANDARD,2006,GRIS
16/02/17,NORTE DE SANTANDER,OCAÑA,BARRIO CRISTO REY,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,54498000,AUTOMOVIL,CHEVROLET,NKR CAMION LWB,1974,AZUL
16/02/17,PUTUMAYO,PUERTO ASÍS,KIL. 9 VIA SANTANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,86568000,VEHICULO-PANEL,CHEVROLET,SPRINT,95,GRIS
16/02/17,VALLE,CALI (CT),LOS ALCAZARES E6,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,KIA,RIO EX,2008,BLANCO
16/02/17,VALLE,CALI (CT),LILI E17,VIAS PUBLICAS,LLAVE MAESTRA,76001000,CAMIONETA,KIA,NEW SPORTAGE LX,2014,GRIS
16/02/17,VALLE,CALI (CT),CAÑAVERALEJO - SEGUROS P. E19,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,KIA,PICANTO EX,2014,GRIS
16/02/17,VALLE,CALI (CT),URB. CIUDAD JARDIN E22,BAHIA,LLAVE MAESTRA,76001000,AUTOMOVIL,FORD,FIESTA,2015,PLATA
17/02/17,ANTIOQUIA,MEDELLÍN (CT),FUENTE CLARA C-7,VIAS PUBLICAS,ARMA DE FUEGO,5001000,TAXI,HYUNDAI,i 10 GL,2013,AMARILLO
17/02/17,ATLÁNTICO,BARRANQUILLA (CT),BOSTON,FRENTE A EDIFICIO - VIA PUBLICA,LLAVE MAESTRA,8001000,AUTOMOVIL,CHEVROLET,CHEVETTE,1990,ROJO
17/02/17,ATLÁNTICO,SOLEDAD,COSTA HERMOSA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,8758000,AUTOMOVIL,MAZDA,ALLEGRO,2004,PERLA
17/02/17,CALDAS,MANIZALES (CT),BARRIO VILLAPILAR,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,17001000,AUTOMOVIL,NISSAN,MURANO,2011,BLANCO
17/02/17,CAUCA,CORINTO,VDA SAN RAFAEL,CARRETERA,ARMA DE FUEGO,19212000,AUTOMOVIL,RENAULT,STEPWAY DYNAMIQUE,2017,GRIS
17/02/17,CAUCA,SILVIA,VDA LA ESTRELLA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,19743000,MOTOCICLETA,HONDA,SPLENDOR,2015,NEGRO
17/02/17,CAUCA,TIMBÍO,SECTOR BOMBA EL PINAR DEL RIO,VIAS PUBLICAS,ARMA DE FUEGO,19807000,CAMION,CHEVROLET,NQR,2013,BLANCO
17/02/17,CESAR,VALLEDUPAR (CT),CENTRO,LOCAL COMERCIAL,SIN EMPLEO DE ARMAS,20001000,CAMIONETA,TOYOTA,FORTUNER,2013,PLATEADO
17/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),CIUDADELA COLSUBSIDIO E-10,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,11001000,AUTOMOVIL,CHEVROLET,LINEA STANDARD,1996,AZUL
17/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),LOS ALMENDROS E-8,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,CHEVROLET,SWIFT,1993,-
17/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),SAN ANTONIO E-1,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,11001000,AUTOMOVIL,RENAULT,SANDERO,2011,GRIS
17/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),GALAN E-16,SOBRE ANDEN - VIA PUBLICA,SIN EMPLEO DE ARMAS,11001000,MEZCLADORA (VEHICULO),CHEVROLET,SPARK GO,2009,ROJO
17/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),SAN BERNARDO E-3,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,11001000,CAMIONETA,BAIC,T205-D,2014,BLANCO
17/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),EL JAZMÍN II SECTOR E-16,CASAS DE HABITACION,ARMA DE FUEGO,11001000,AUTOMOVIL,KIAMASTER,LINEA STANDARD,2010,ROJO-VERDE
17/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),LA PORCIUNCULA E-2,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,11001000,AUTOMOVIL,NO REPORTADO,LINEA STANDARD,2014,-
17/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),SAN JORGE E-18,VIAS PUBLICAS,ARMA DE FUEGO,11001000,AUTOMOVIL,KIA,PICANTO EKOTAXI + LX,2016,AMARILLO
17/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),CHAPINERO ALTO E-2,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,11001000,AUTOMOVIL,FORD,FIESTA HB,2016,NEGRO
17/02/17,NORTE DE SANTANDER,LA ESPERANZA,VEREDA LA RAYA,CARRETERA,ARMA DE FUEGO,54385000,CAMION,CHEVROLET,NPR,2017,BLANCO
17/02/17,VALLE,CALI (CT),U.R. EL COLISEO E19,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,MAZDA,2,2013,BLANCO
17/02/17,VALLE,CALI (CT),CIUDAD 2000 E16,VIAS PUBLICAS,ARMA DE FUEGO,76001000,AUTOMOVIL,KIA,CERATO FORTE KOUP,2011,BLANCO
17/02/17,VALLE,CALI (CT),VILLA BLANCA E13,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,KIA,PICANTO EX,2013,GRIS
17/02/17,VALLE,JAMUNDÍ,GUACHINTE (24-S-01),FINCAS Y SIMILARES,ARMA DE FUEGO,76364000,CAMIONETA,KIA,NEW SPORTAGE,2012,BLANCO
17/02/17,VALLE,PALMIRA,ALFONSO LOPEZ,VIAS PUBLICAS,LLAVE MAESTRA,76520000,AUTOMOVIL,RENAULT,R 9,1992,BLANCO
18/02/17,CAUCA,POPAYÁN (CT),CAMPAMENTO,VIAS PUBLICAS,LLAVE MAESTRA,19001000,CAMIONETA,ZOTYE,DADI RX 6400,2008,AZUL
18/02/17,CESAR,VALLEDUPAR (CT),SIMON BOLIVAR,CASAS DE HABITACION,ARMA DE FUEGO,20001000,AUTOMOVIL,MAZDA,3 ALL NEW,2015,ROJO
18/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),JOSE JOAQUIN VARGAS E-12,VIAS PUBLICAS,ARMA DE FUEGO,11001000,AUTOMOVIL,NO REPORTADO,LINEA STANDARD,2013,ROJO
18/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),SAN VICENTE FERRER E-6,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,11001000,AUTOMOVIL,KIA,LINEA STANDARD,2014,NEGRO
18/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),TECHO  E-8,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,11001000,AUTOMOVIL,NO REPORTADO,LINEA STANDARD,2008,BLANCO
18/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),RICAURTE E-14,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,11001000,CAMIONETA,NISSAN,MURANO,2004,BLANCO
18/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),CAMPO HERMOSO E-8,VIAS PUBLICAS,ARMA DE FUEGO,11001000,AUTOMOVIL,MITSUBISHI,CANTER,2016,NEGRO Y BLANCO
18/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),RAFAEL ESCAMILLA E-19,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,CHEVROLET,AVEO,2007,NEGRO
18/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),7 DE AGOSTO E-12,FRENTE A DISCOTECAS,SIN EMPLEO DE ARMAS,11001000,AUTOMOVIL,RENAULT,LOGAN DYNAMIQUE,2010,GRIS
18/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),ACAPULCO E-10,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,11001000,CAMIONETA,NISSAN,FRONTIER,2010,-
18/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),EL MUELLE  E-10,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,11001000,AUTOMOVIL,NO REPORTADO,LINEA STANDARD,2002,GRIS
18/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),ALFONSO LOPEZ E-13,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,11001000,AUTOMOVIL,HYUNDAI,I10 GL 1.1,2014,BLANCO
18/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),BANDERAS E-8,VIAS PUBLICAS,LLAVE MAESTRA,11001000,CAMION,CHEVROLET,NPR,2008,PLATA
18/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),EL CARMELO E-8,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,11001000,AUTOMOVIL,KIA,LINEA STANDARD,2015,GRIS
18/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),CASTILLA LA NUEVA E-8,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,11001000,CAMIONETA,TOYOTA,LINEA STANDARD,2016,BLANCO
18/02/17,MAGDALENA,SANTA MARTA (CT),LIBANO 2000,VIAS PUBLICAS,ARMA DE FUEGO,47001000,AUTOMOVIL,CHEVROLET,OPTRA,2010,NEGRO GRAFITO
18/02/17,NORTE DE SANTANDER,CÚCUTA (CT),MARIA GRACIA,VIAS PUBLICAS,ARMA DE FUEGO,54001000,AUTOMOVIL,RENAULT,DUSTER EXPRESSION,2015,BLANCO
18/02/17,TOLIMA,IBAGUÉ (CT),TOPACIO,BAHIA,LLAVE MAESTRA,73001000,AUTOMOVIL,HYUNDAI,i 10 GL,2013,GRIS
18/02/17,VALLE,CALI (CT),SANTA ISABEL E19,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,CHEVROLET,CRUZE,2015,BLANCO
18/02/17,VALLE,CALI (CT),U.R. EL COLISEO E19,BAHIA,LLAVE MAESTRA,76001000,AUTOMOVIL,MAZDA,3,2016,BLANCO
18/02/17,VALLE,CALI (CT),SANTA ISABEL E19,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,CHEVROLET,SPARK,2017,GRIS
18/02/17,VALLE,CALI (CT),AGUABLANCA E11,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,CHEVROLET,SPARK,2014,GRIS
18/02/17,VALLE,CALI (CT),CHAMPAGNAT E19,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,HYUNDAI,GRAND I10,2013,PLATA
18/02/17,VALLE,FLORIDA,CENTRO,PARQUEADERO,LLAVE MAESTRA,76275000,CAMIONETA,CHEVROLET,DIMAX,2012,BLANCO
18/02/17,VALLE,PALMIRA,SAN CAYETANO,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,76520000,AUTOMOVIL,RENAULT,R 12,1974,ROJO
19/02/17,ANTIOQUIA,CALDAS,LA INMACULADA,PARQUEADERO,ARMA DE FUEGO,5129000,TRACTO_CAMION,KENWORTH,T800,2015,ROJO
19/02/17,ANTIOQUIA,COPACABANA,VDA. QUEBRADA ARRIBA,FINCAS Y SIMILARES,ARMA DE FUEGO,5212000,CAMIONETA,SUBARU,FORESTER,2006,GRIS
19/02/17,ANTIOQUIA,MARINILLA,LA ALDANA,PARQUEADERO,SIN EMPLEO DE ARMAS,5440000,AUTOMOVIL,MAZDA,LINEA STANDARD,1995,GRIS
19/02/17,ANTIOQUIA,MARINILLA,LA INMACULADA,PARQUEADERO,SIN EMPLEO DE ARMAS,5440000,VEHICULO-PANEL,MAZDA,323 NB,2003,GRIS
19/02/17,ANTIOQUIA,MEDELLÍN (CT),SANTA MARGARITA C-7,VIAS PUBLICAS,ARMA DE FUEGO,5001000,TAXI,HYUNDAI,ATOS,2007,AMARILLO
19/02/17,ATLÁNTICO,SOLEDAD,LOS ROBLES,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,8758000,AUTOMOVIL,CHEVROLET,SPRINT,1994,PLATEADO
19/02/17,BOLÍVAR,CARTAGENA (CT),LOS ALPES,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,13001000,CAMIONETA,TOYOTA,FORTUNER,2015,DORADO
19/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),CIUDAD KENNEDY CENTRAL E-8,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,11001000,AUTOMOVIL,NO REPORTADO,LINEA STANDARD,2016,PLATEADO
19/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),CEDRO NORTE E-1,VIAS PUBLICAS,ARMA DE FUEGO,11001000,AUTOMOVIL,VOLKSWAGEN,JETTA GLI,2014,PLATA
19/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),-,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,11001000,AUTOMOVIL,KIA,PICANTO,2013,ROJO
19/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),EL CAMPIN E-13,VIAS PUBLICAS,ESCOPOLAMINA,11001000,AUTOMOVIL,MAZDA,3,2011,PLATA
19/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),BILBAO E-11,VIAS PUBLICAS,LLAVE MAESTRA,11001000,CAMIONETA,DODGE,D 100 115,1978,ROJO
19/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),EL PORVENIR E-5,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,MAZDA,323 HB,1985,VERDE
19/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),LOS ALMENDROS II SECTOR E-11,VIAS PUBLICAS,LLAVE MAESTRA,11001000,CAMIONETA,CHEVROLET,LUV D MAX DSL,2005,BLANCO
19/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),GALAN E-16,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,CHEVROLET,SPARK,2016,PLATA
19/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),URB. CASA REY E-5,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,11001000,AUTOMOVIL,CHEVROLET,SPARK,2016,ROJO
19/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),LUSITANIA E-8,VIAS PUBLICAS,ARMA DE FUEGO,11001000,AUTOMOVIL,FORD,FIESTA,2016,BLANCO
19/02/17,CUNDINAMARCA,FUNZA,VER. EL CERRITO,VIAS PUBLICAS,LLAVE MAESTRA,25286000,AUTOMOVIL,CHEVROLET,OPTRA,2007,PLATEADO
19/02/17,TOLIMA,IBAGUÉ (CT),LAS FERIAS,VIAS PUBLICAS,ARMA DE FUEGO,73001000,AUTOMOVIL,CHEVROLET,ALTO,2012,ROJO
19/02/17,VALLE,CALI (CT),LOS GUAYACANES E5,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,CHEVROLET,SPRINT 1RA SERIE,1992,BLANCO
19/02/17,VALLE,CALI (CT),MANUELA BELTRAN E14,VIAS PUBLICAS,ARMA DE FUEGO,76001000,AUTOMOVIL,MAZDA,323,1991,ROJO
19/02/17,VALLE,CALI (CT),SAN JUDAS TADEO I E10,PARQUEADERO,LLAVE MAESTRA,76001000,AUTOMOVIL,HYUNDAI,GRAND I10,2014,BLANCO
19/02/17,VALLE,CALI (CT),TEJARES - CRISTALES E19,VIAS PUBLICAS,LLAVE MAESTRA,76001000,AUTOMOVIL,BMW,X3,2016,BLANCO
19/02/17,VALLE,EL CERRITO,CORREGIMIENTO SANTA ELENA,VIAS PUBLICAS,LLAVE MAESTRA,76248000,AUTOMOVIL,MAZDA,323,1989,ROJO
20/02/17,ANTIOQUIA,COPACABANA,LA ASUNCION,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,5212000,CAMPERO,MITSUBISHI,MONTERO,1994,SILICE TORNADO
20/02/17,ANTIOQUIA,MEDELLÍN (CT),VILLA TINA C-8,VIAS PUBLICAS,ARMA DE FUEGO,5001000,TAXI,HYUNDAI,ATOS,2007,AMARILLO
20/02/17,ANTIOQUIA,RIONEGRO,SAN ANTONIO,VIAS PUBLICAS,CONTUNDENTES,5615000,AUTOMOVIL,RENAULT,LOGAN,2011,GRIS
20/02/17,BOLÍVAR,CARTAGENA (CT),MANUELA VERGARA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,13001000,CAMIONETA,NISSAN,LINEA STANDARD,1998,-
20/02/17,CAUCA,PIENDAMÓ,EL JARDIN,VIAS PUBLICAS,LLAVE MAESTRA,19548000,CAMIONETA,CHEVROLET,LUV,1990,BLANCO
20/02/17,CAUCA,POPAYÁN (CT),LIMONAR,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,19001000,CAMIONETA,MAZDA,B 1600,1980,ROJO
20/02/17,CESAR,SAN ALBERTO,VDA CAÑO SECO,CARRETERA,ARMA DE FUEGO,20710000,TRACTO_CAMION,INTERNATIONAL,9400,2012,NEGRO
20/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),LAS MARGARITAS E-7,VIAS PUBLICAS,LLAVE MAESTRA,11001000,RETROEXCAVADORA,JHON DEERE,LINEA STANDARD,-,-
20/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),SAN ANTONIO E-15,VIAS PUBLICAS,ARMA DE FUEGO,11001000,AUTOMOVIL,CHEVROLET,AVEO EMOTION,2011,BLANCO
20/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),BOSQUE DE SAN CARLOS E-18,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,11001000,AUTOMOVIL,HYUNDAI,I10GL,2016,AMARILLO
20/02/17,CUNDINAMARCA,BOGOTÁ D.C. (CT),QUINTA PAREDES E-13,VIAS PUBLICAS,LLAVE MAESTRA,11001000,AUTOMOVIL,CHEVROLET,AVEO,2008,ROJO
